10 13
15 28 7287
15 29 21466
15 30 14852
15 31 3979
15 32 21216
15 34 12144
15 35 57
15 36 14285
15 37 6104
15 38 10062
15 39 12238
15 40 2866
15 42 25365
15 44 16963
15 45 6982
15 46 12343
15 47 29776
15 48 6095
15 49 30818
15 50 11005
15 51 15103
15 52 11125
15 53 29972
15 54 20105
15 56 26735
15 57 17835
15 58 28884
15 59 21931
15 61 20132
15 62 23257
15 63 2293
15 64 17886
15 65 3027
15 66 26873
15 67 22820
15 68 21639
15 69 14555
15 70 1700
15 72 10230
15 73 29765
15 74 24324
15 75 26547
15 78 6696
15 79 28584
15 80 25118
15 81 13489
15 82 2285
15 83 2003
15 84 19134
15 85 24161
15 86 9703
16 17 4341
16 18 17892
16 19 31349
16 21 7531
16 22 13437
16 23 30089
16 24 21836
16 25 3696
16 27 29101
16 28 18211
16 29 18302
16 30 16264
16 31 17376
16 32 32103
16 33 950
16 34 17002
16 35 11781
16 36 19696
16 37 32195
16 38 23868
16 40 13646
16 41 4152
16 42 9138
16 43 18401
16 44 23498
16 45 3135
16 46 13314
16 47 28401
16 48 10997
16 49 22122
16 50 26611
16 51 10323
16 52 13187
16 53 31375
16 54 11738
16 56 30352
16 58 377
16 59 9110
16 60 8799
16 61 8137
16 62 12207
16 63 10473
16 64 3876
16 65 15866
16 69 14508
16 70 22574
16 71 32323
16 72 13701
16 73 29069
16 74 7737
16 76 10246
16 77 17541
16 78 12935
16 79 23727
16 80 11415
16 81 15467
16 82 21901
16 83 22975
16 84 20420
16 85 27539
16 86 1615
17 18 28616
17 19 52
17 22 899
17 23 24449
17 24 2924
17 25 20586
17 26 1932
17 28 19262
17 29 27365
17 30 26144
17 31 13432
17 32 13021
17 33 22745
17 34 13584
17 36 22311
17 37 3116
17 38 15476
17 39 6665
17 40 185
17 41 16122
17 42 31609
17 43 6055
17 44 13286
17 45 13347
17 47 9026
17 48 10545
17 49 26812
17 50 18129
17 51 24752
17 52 1158
17 53 1072
17 55 21419
17 56 11361
17 57 6306
17 58 31662
17 59 1799
17 60 4213
17 61 20594
17 62 20609
17 63 3691
17 64 29065
17 65 20883
17 66 18638
17 68 31880
17 69 8801
17 70 6625
17 71 1225
17 72 21789
17 73 27704
17 74 28673
17 75 21800
17 76 16510
17 78 15086
17 80 28986
17 81 2356
17 84 8899
17 85 16491
17 86 8463
18 20 21539
18 21 3824
18 22 3170
18 24 12920
18 26 5316
18 27 32285
18 28 8012
18 29 20645
18 30 28210
18 31 18595
18 32 30887
18 33 25912
18 34 18083
18 37 31272
18 38 1974
18 39 3281
18 40 4319
18 41 32123
18 42 8951
18 43 29434
18 45 22103
18 46 23655
18 47 1004
18 48 31218
18 49 8565
18 50 7330
18 51 5564
18 52 22332
18 53 5248
18 55 30260
18 56 26524
18 57 28291
18 58 15650
18 59 10235
18 60 3516
18 61 459
18 62 7088
18 63 11499
18 64 28898
18 65 2280
18 66 8477
18 67 4954
18 68 21347
18 69 18919
18 70 4277
18 71 26435
18 72 25710
18 73 5085
18 74 28450
18 75 25511
18 76 32252
18 77 28809
18 78 5998
18 79 11411
18 80 10142
18 81 3932
18 82 6133
18 83 13703
18 84 11826
18 85 16135
18 86 31103
19 20 21005
19 21 9616
19 22 3537
19 23 22997
19 24 21896
19 25 17604
19 27 22558
19 28 22342
19 29 24561
19 30 26486
19 31 19097
19 32 23696
19 33 26320
19 34 21572
19 35 16290
19 36 32080
19 37 16319
19 39 26293
19 40 24488
19 41 25228
19 42 17662
19 43 7052
19 45 24662
19 46 16423
19 47 15685
19 48 31764
19 50 13509
19 52 5256
19 54 16482
19 55 20012
19 56 18850
19 57 4090
19 58 24670
19 59 8655
19 60 24336
19 61 6605
19 62 14953
19 64 19722
19 65 18293
19 66 31519
19 67 16515
19 69 13202
19 71 10148
19 72 21416
19 73 29900
19 74 17250
19 75 3188
19 76 2372
19 77 17536
19 78 22203
19 79 28442
19 81 17613
19 82 21024
19 83 13715
19 84 162
19 85 29622
20 21 31107
20 23 11699
20 24 28896
20 25 6555
20 26 4852
20 27 26097
20 28 28996
20 29 23531
20 31 5229
20 32 22355
20 33 14277
20 34 9348
20 35 2509
20 36 20753
20 37 26160
20 38 6464
20 39 21234
20 40 24449
20 41 22206
20 42 20424
20 43 140
20 44 13446
20 45 20611
20 46 23195
20 47 13384
20 48 29749
20 49 28287
20 50 24691
20 51 2445
20 52 27566
20 53 23101
20 54 22438
20 55 12556
20 56 29141
20 57 30072
20 58 31385
20 59 2416
20 60 27878
20 61 18655
20 62 7064
20 64 9542
20 65 28198
20 67 18995
20 68 25870
20 69 19055
20 71 21653
20 72 10403
20 74 23462
20 76 20942
20 77 6220
20 78 28609
20 79 30155
20 80 19615
20 81 11473
20 85 10006
20 86 19753
21 22 15510
21 23 24084
21 24 19151
21 25 29155
21 27 7497
21 28 25050
21 29 3163
21 30 18566
21 32 16129
21 33 21541
21 34 9864
21 35 4649
21 36 549
21 37 15298
21 40 30432
21 41 4843
21 42 24121
21 43 25983
21 44 29033
21 45 23158
21 46 8538
21 47 5799
21 48 7178
21 49 12276
21 50 23060
21 51 16163
21 52 1796
21 53 8254
21 54 1633
21 55 8962
21 56 10486
21 57 21101
21 58 5521
21 59 1278
21 60 683
21 62 19053
21 64 24967
21 65 9154
21 66 26109
21 67 28165
21 68 26267
21 69 12881
21 70 22889
21 71 539
21 72 23718
21 73 9262
21 75 29851
21 76 19247
21 77 24985
21 78 23275
21 79 7322
21 81 3506
21 82 4968
21 83 10178
21 84 11649
21 85 10447
21 86 1608
22 23 22981
22 24 14007
22 25 25094
22 26 26572
22 27 22787
22 28 27899
22 29 22797
22 30 30154
22 31 7505
22 32 480
22 33 24661
22 34 15907
22 35 28643
22 36 17043
22 37 19392
22 38 3435
22 39 4907
22 40 12444
22 41 25417
22 42 28861
22 43 15099
22 44 15369
22 45 24732
22 47 2901
22 48 4322
22 49 15392
22 50 24990
22 51 15890
22 53 10776
22 54 15429
22 55 28429
22 56 27385
22 57 20479
22 58 8178
22 59 21703
22 60 9762
22 61 17172
22 62 13401
22 63 23356
22 64 28637
22 65 31231
22 66 547
22 67 22974
22 68 23769
22 69 32279
22 70 192
22 71 16595
22 72 32172
22 73 17745
22 74 30681
22 75 22597
22 76 6325
22 77 20971
22 78 5006
22 79 21846
22 80 10523
22 81 28073
22 82 18810
22 83 18288
22 84 13142
22 85 437
22 86 18245
23 25 10725
23 26 15064
23 27 6647
23 29 21340
23 30 17687
23 31 9413
23 32 19123
23 33 2559
23 34 16339
23 35 31528
23 36 15802
23 37 12127
23 39 25725
23 40 24220
23 41 14452
23 43 10309
23 44 11649
23 45 31675
23 46 5685
23 48 18860
23 49 30277
23 50 15080
23 51 11007
23 52 11542
23 53 21743
23 54 16284
23 55 25725
23 56 21670
23 57 11393
23 59 1970
23 60 11582
23 61 8320
23 62 25703
23 63 21891
23 64 2176
23 65 14890
23 66 8995
23 67 19750
23 68 11722
23 69 27011
23 70 26150
23 73 5168
23 75 27862
23 76 6998
23 78 29174
23 79 13465
23 80 11496
23 81 14590
23 82 697
23 83 16475
23 84 27272
23 85 7686
23 86 24039
24 25 9042
24 26 19927
24 29 22178
24 30 3710
24 31 26795
24 32 12352
24 33 31301
24 34 15248
24 35 1854
24 36 15091
24 37 698
24 38 23889
24 39 8905
24 40 6726
24 41 25488
24 42 24842
24 43 20032
24 44 12608
24 45 7331
24 46 18222
24 47 20117
24 48 8154
24 50 17851
24 51 12354
24 52 829
24 53 9358
24 54 17019
24 55 11802
24 56 15608
24 57 30468
24 58 31138
24 59 14998
24 60 24584
24 61 17540
24 62 17013
24 63 16025
24 64 3114
24 65 20090
24 67 19949
24 68 4350
24 69 28537
24 70 10447
24 72 12642
24 73 22047
24 74 31570
24 75 824
24 76 21134
24 77 27609
24 78 16236
24 79 20111
24 80 21802
24 81 31416
24 82 6683
24 83 9555
24 84 9116
24 86 3516
25 26 32304
25 27 3249
25 29 25033
25 30 32190
25 31 4127
25 32 8395
25 34 17187
25 35 27387
25 36 774
25 37 16017
25 38 6729
25 39 25527
25 40 23831
25 41 2927
25 42 27570
25 44 19416
25 45 1375
25 46 12485
25 47 27125
25 48 30563
25 49 19064
25 50 17600
25 51 29503
25 52 31481
25 53 23787
25 54 3211
25 56 16147
25 57 3366
25 58 13193
25 60 3731
25 61 7739
25 62 17865
25 63 21879
25 64 29633
25 65 20043
25 66 13280
25 67 14823
25 68 29192
25 69 828
25 70 20760
25 71 1639
25 72 4602
25 73 9370
25 74 9324
25 75 17239
25 76 18443
25 77 1040
25 78 1268
25 79 13873
25 80 16197
25 81 25128
25 83 14845
25 86 5180
26 27 6745
26 28 31737
26 29 26531
26 30 27171
26 31 23106
26 33 11798
26 34 28663
26 35 50
26 36 22752
26 37 3073
26 38 17254
26 40 20720
26 41 23862
26 42 23519
26 43 3402
26 44 19139
26 45 7642
26 46 3939
26 47 25374
26 48 15802
26 49 12474
26 50 7614
26 51 17474
26 52 25868
26 53 32271
26 54 29660
26 55 6372
26 57 18926
26 58 3284
26 60 30355
26 61 32600
26 62 23576
26 63 794
26 64 15598
26 65 4528
26 66 25578
26 67 19294
26 68 120
26 69 4128
26 70 23487
26 71 29935
26 72 5600
26 73 17290
26 74 29824
26 75 24819
26 77 28712
26 78 15102
26 79 26043
26 80 9014
26 81 9893
26 82 21249
26 83 13421
26 84 23074
26 85 32202
26 86 5508
27 28 12938
27 29 23759
27 30 11056
27 33 29435
27 34 3223
27 35 22026
27 36 2890
27 37 9614
27 38 26850
27 40 10813
27 41 10307
27 43 4858
27 44 29039
27 45 16985
27 47 12303
27 48 22837
27 49 2871
27 50 2217
27 51 3729
27 52 19892
27 53 6612
27 54 9664
27 55 16535
27 56 14265
27 57 8909
27 58 15153
27 60 15595
27 61 5429
27 62 24113
27 63 13208
27 64 8949
27 65 2362
27 66 22376
27 67 3508
27 68 18591
27 69 17650
27 71 32181
27 72 5962
27 73 20075
27 75 7733
27 76 9425
27 77 21186
27 78 16312
27 79 4725
27 80 8598
27 81 10544
27 82 11870
27 83 18972
27 84 26347
27 85 11477
27 86 31475
28 29 30695
28 31 20932
28 32 2871
28 33 27712
28 34 26291
28 35 27310
28 37 27433
28 39 19516
28 41 26927
28 42 8807
28 43 23123
28 44 30600
28 45 14327
28 47 27070
28 48 9164
28 49 17494
28 50 32308
28 51 20644
28 52 9556
28 53 30414
28 54 26026
28 55 22135
28 56 4122
28 58 18892
28 59 12142
28 60 5953
28 61 16320
28 62 15386
28 63 15660
28 64 25146
28 65 20599
28 66 11024
28 69 4158
28 71 30142
28 74 1367
28 75 24358
28 76 22143
28 77 22006
28 78 12286
28 79 4757
28 80 8331
28 81 17085
28 82 22712
28 83 29253
28 85 17318
28 86 29471
29 30 4746
29 31 20369
29 33 7546
29 34 13317
29 35 21161
29 37 31784
29 38 9901
29 39 19709
29 40 7226
29 41 5834
29 42 23000
29 43 16986
29 44 19608
29 45 26621
29 46 19952
29 47 16411
29 48 9737
29 50 20904
29 51 24325
29 52 5314
29 53 29681
29 54 10727
29 55 1236
29 57 17276
29 59 18104
29 60 22410
29 61 29860
29 62 15826
29 63 11789
29 64 8374
29 65 3516
29 67 13146
29 68 25624
29 69 31208
29 70 6318
29 71 6445
29 72 871
29 74 1658
29 75 8245
29 76 8185
29 77 24436
29 78 20225
29 79 29161
29 80 11033
29 83 26160
29 84 20097
29 85 17216
30 31 18967
30 35 14898
30 36 17611
30 37 30180
30 38 19846
30 39 4972
30 40 1860
30 41 15663
30 42 9093
30 43 2558
30 44 4681
30 45 25258
30 46 18936
30 47 798
30 48 22719
30 49 30392
30 50 7112
30 51 22634
30 52 9099
30 53 30237
30 54 3124
30 55 12614
30 56 2879
30 57 30840
30 58 1992
30 61 11140
30 62 20386
30 64 23418
30 65 22339
30 66 27085
30 67 15138
30 68 30148
30 69 10846
30 70 25426
30 71 28273
30 72 23600
30 73 12416
30 74 11620
30 76 30224
30 77 16645
30 78 5023
30 79 24902
30 80 1459
30 81 11269
30 82 3749
30 83 24766
30 84 25446
30 85 14784
30 86 4376
31 32 12944
31 33 29480
31 34 4476
31 35 14131
31 36 3795
31 38 9660
31 39 9404
31 40 12757
31 41 1949
31 42 23986
31 43 11993
31 44 21148
31 46 9514
31 51 602
31 53 30784
31 54 32540
31 56 16818
31 57 24063
31 58 22969
31 59 21788
31 60 27288
31 61 12315
31 62 13185
31 63 3042
31 64 21009
31 65 14893
31 66 24999
31 67 16819
31 68 6307
31 69 21312
31 70 30633
31 71 2990
31 72 290
31 74 7096
31 75 8024
31 76 18811
31 77 7322
31 78 19439
31 79 12050
31 80 196
31 81 6229
31 82 29661
31 83 29330
31 84 6884
31 85 19693
31 86 11024
32 35 32604
32 36 22748
32 37 9337
32 38 16801
32 39 10099
32 40 10528
32 41 11276
32 42 16897
32 43 5639
32 46 29749
32 47 30903
32 48 13298
32 49 13788
32 50 21864
32 51 12767
32 52 12687
32 53 31160
32 54 2817
32 55 23479
32 56 31034
32 57 27143
32 58 21843
32 59 2777
32 60 7606
32 61 28982
32 62 22761
32 63 21667
32 65 25844
32 66 2297
32 67 27246
32 68 21019
32 69 27053
32 70 5965
32 73 32524
32 74 20537
32 75 26176
32 76 19564
32 77 19746
32 78 25470
32 79 665
32 80 3492
32 81 3194
32 82 11386
32 83 29312
32 84 28388
32 86 31469
33 35 16701
33 36 24974
33 37 25277
33 38 31010
33 39 25090
33 40 8134
33 41 27801
33 42 7208
33 43 7925
33 44 10665
33 45 17510
33 46 13453
33 47 19523
33 48 23884
33 49 1144
33 50 774
33 51 23842
33 52 26591
33 53 28732
33 54 20468
33 55 3469
33 56 6135
33 57 14677
33 59 1298
33 61 23228
33 62 27698
33 63 4245
33 64 8398
33 65 3258
33 66 5317
33 67 12660
33 68 9953
33 69 29983
33 70 22942
33 72 28955
33 73 18639
33 74 4318
33 75 13639
33 76 1777
33 77 28982
33 79 15403
33 80 5688
33 81 11222
33 82 11010
33 83 29814
33 84 29737
33 85 23875
33 86 14733
34 35 31224
34 36 18685
34 38 30056
34 39 11302
34 40 24088
34 41 15314
34 42 16887
34 45 6038
34 46 22849
34 47 15321
34 48 16193
34 49 9580
34 50 553
34 51 9615
34 52 50
34 53 11401
34 54 25232
34 56 11409
34 58 30964
34 59 23468
34 60 19635
34 61 14969
34 62 2942
34 64 715
34 65 25272
34 66 18231
34 67 27000
34 68 26884
34 69 5447
34 70 7476
34 71 2246
34 72 27281
34 73 24264
34 74 27255
34 75 9435
34 76 26185
34 77 600
34 78 14731
34 79 27468
34 80 15813
34 81 3014
34 82 30383
34 83 18517
34 84 19490
34 85 29496
34 86 23452
35 37 28363
35 38 22681
35 39 26684
35 40 13518
35 41 9635
35 42 9412
35 43 11063
35 44 3841
35 45 1982
35 46 11768
35 47 20315
35 48 29149
35 49 23215
35 50 5060
35 51 21569
35 52 11681
35 53 13293
35 56 31865
35 57 2016
35 60 879
35 61 29990
35 62 10046
35 64 15153
35 65 25752
35 66 25263
35 67 13342
35 68 15799
35 69 28508
35 70 22385
35 71 23791
35 72 28105
35 73 28636
35 74 1609
35 75 1559
35 76 14143
35 77 31738
35 78 19592
35 81 25354
35 82 25171
35 83 18315
35 85 21412
35 86 5108
36 37 6176
36 38 5134
36 39 23681
36 40 6559
36 41 2918
36 42 21544
36 43 13479
36 45 8145
36 46 17728
36 47 23791
36 48 16247
36 49 30133
36 50 15102
36 51 13913
36 52 22575
36 53 15225
36 54 26857
36 55 12374
36 56 20673
36 57 19789
36 59 30602
36 62 31015
36 63 4345
36 64 8101
36 65 8757
36 66 3709
36 67 15794
36 68 14242
36 69 30630
36 70 14227
36 71 9479
36 72 1917
36 73 28459
36 74 22907
36 75 21997
36 77 5130
36 78 11449
36 79 8589
36 80 16332
36 81 4784
36 83 15543
36 84 21585
36 85 6442
36 86 5543
37 38 30576
37 39 20280
37 40 3203
37 41 23222
37 42 22019
37 45 10967
37 46 4364
37 47 25511
37 48 18130
37 49 12695
37 50 3187
37 51 11588
37 52 24782
37 54 12671
37 55 27803
37 57 8690
37 59 27189
37 60 25142
37 61 8812
37 62 24537
37 63 1108
37 64 10281
37 65 13853
37 66 30923
37 68 12987
37 69 4953
37 70 23452
37 71 13162
37 72 30810
37 73 5134
37 74 3098
37 75 22584
37 77 20623
37 78 22943
37 79 31319
37 80 24992
37 82 13984
37 84 1785
37 85 6302
37 86 6116
38 39 23169
38 40 19283
38 41 7545
38 42 27002
38 43 26512
38 44 16358
38 45 24179
38 46 18228
38 47 25400
38 48 25242
38 49 20204
38 50 22911
38 51 12123
38 52 21699
38 53 30872
38 54 22286
38 55 12330
38 56 21048
38 57 19726
38 58 12939
38 59 25457
38 60 5902
38 61 418
38 62 9025
38 63 15755
38 64 14483
38 65 2644
38 66 32058
38 69 27683
38 71 17097
38 73 7582
38 74 7527
38 76 5503
38 77 21624
38 78 23452
38 79 2408
38 80 13445
38 81 15475
38 82 23961
38 83 9798
38 84 15887
38 85 29556
39 41 22734
39 42 7634
39 43 15290
39 44 8174
39 45 506
39 46 25566
39 47 4641
39 48 6886
39 49 25493
39 51 29143
39 52 30541
39 53 18686
39 54 14269
39 55 1993
39 56 482
39 57 14420
39 59 23160
39 61 1654
39 62 16235
39 63 8892
39 64 1113
39 65 4968
39 66 9654
39 67 16421
39 68 25306
39 69 7116
39 71 18810
39 72 244
39 73 29112
39 74 19337
39 75 19607
39 76 7928
39 77 10843
39 78 29183
39 79 26333
39 80 8504
39 81 24062
39 82 7887
39 83 565
39 84 8564
39 85 20889
39 86 9210
40 41 25556
40 42 25665
40 43 16708
40 44 19478
40 45 23590
40 46 243
40 47 16540
40 48 29915
40 49 19893
40 50 18067
40 51 4490
40 52 28183
40 53 13438
40 55 12232
40 56 565
40 57 29093
40 59 20444
40 60 6087
40 61 26
40 62 15021
40 63 10713
40 64 15641
40 65 18209
40 67 13432
40 68 30577
40 69 12440
40 71 26512
40 72 14332
40 73 3481
40 74 17612
40 75 30644
40 76 16615
40 78 21378
40 79 7703
40 80 13149
40 81 2526
40 82 7885
40 83 30132
40 84 25311
40 85 4970
40 86 6914
41 42 1968
41 43 12706
41 44 8265
41 46 12817
41 47 25563
41 48 17266
41 49 8513
41 50 14768
41 51 20075
41 52 30760
41 53 13135
41 54 22913
41 55 9811
41 56 218
41 57 29501
41 58 8743
41 60 4951
41 61 4886
41 62 11910
41 63 29768
41 64 4392
41 65 22216
41 66 18860
41 67 5244
41 68 15700
41 69 15783
41 70 28791
41 71 16120
41 73 6400
41 74 16645
41 76 8274
41 77 29450
41 79 30708
41 80 14121
41 81 13167
41 83 19375
41 84 22957
41 85 27900
41 86 13639
42 43 6771
42 44 14367
42 47 19684
42 48 10670
42 49 12924
42 50 14860
42 52 24398
42 53 13293
42 55 1822
42 56 28857
42 57 24391
42 58 25243
42 59 172
42 60 25417
42 61 8685
42 63 21650
42 64 28998
42 65 26569
42 66 29262
42 67 18418
42 68 8937
42 69 31150
42 70 12795
42 71 5086
42 72 24376
42 73 15528
42 75 21255
42 76 23365
42 77 29201
42 78 26543
42 79 8863
42 80 15442
42 81 14053
42 82 3146
42 83 9867
42 84 14836
42 85 9121
42 86 24705
43 44 1105
43 45 6910
43 46 8049
43 47 22140
43 48 18715
43 49 31368
43 50 12710
43 51 29421
43 53 31610
43 54 24000
43 55 19944
43 56 26096
43 57 8769
43 58 31371
43 59 22406
43 60 25135
43 61 21060
43 62 4745
43 63 637
43 64 27551
43 65 14027
43 66 29352
43 68 11575
43 69 28582
43 70 1735
43 71 11957
43 73 2696
43 74 283
43 75 16058
43 76 5396
43 79 27620
43 80 14958
43 82 15423
43 83 5559
43 84 25815
43 85 17826
43 86 9133
44 45 6403
44 46 20224
44 47 28315
44 48 27380
44 49 23312
44 50 882
44 51 13298
44 54 9393
44 55 707
44 56 9453
44 57 6664
44 58 14561
44 59 19450
44 60 5257
44 62 31416
44 63 32386
44 65 11143
44 66 28287
44 67 31427
44 68 26353
44 69 5516
44 70 21000
44 71 15589
44 72 29823
44 73 9446
44 74 7583
44 75 26384
44 76 23103
44 77 8210
44 78 1668
44 79 1387
44 80 2504
44 81 11415
44 82 25764
44 83 21019
44 84 24466
44 85 10075
44 86 24303
45 46 9439
45 47 27781
45 48 10960
45 49 15035
45 50 17142
45 51 4447
45 52 6272
45 53 22176
45 54 27606
45 55 28623
45 56 14368
45 57 9091
45 58 24316
45 59 21673
45 60 30212
45 61 23100
45 63 32702
45 65 5757
45 66 9697
45 69 14061
45 70 30019
45 71 4907
45 72 11343
45 73 8753
45 75 20463
45 76 3319
45 77 29462
45 78 6829
45 81 11062
45 82 252
45 83 20010
45 85 27996
45 86 22633
46 47 18320
46 48 8277
46 51 32742
46 52 17914
46 53 15598
46 55 10612
46 56 27997
46 57 14080
46 58 18320
46 59 7881
46 60 16330
46 62 30277
46 63 27398
46 64 27507
46 65 17501
46 66 2893
46 67 15076
46 68 27532
46 69 9456
46 70 5300
46 71 24043
46 72 22745
46 73 11162
46 74 21342
46 75 32757
46 77 10965
46 78 27982
46 80 31868
46 81 14004
46 84 21613
46 85 5681
47 48 25528
47 49 31730
47 50 14064
47 51 29379
47 52 19917
47 53 28212
47 54 891
47 55 827
47 56 27955
47 57 12095
47 58 12047
47 59 31539
47 61 17148
47 62 20460
47 63 2640
47 64 20135
47 65 20746
47 66 14478
47 67 13457
47 68 3639
47 69 12779
47 70 11433
47 72 22349
47 75 8686
47 76 5872
47 77 26765
47 78 23602
47 79 20079
47 80 853
47 81 32193
47 82 27094
47 83 22490
47 84 29764
47 86 20941
48 49 16383
48 50 22319
48 51 3020
48 52 19609
48 53 26977
48 54 16724
48 55 2037
48 56 22754
48 57 28490
48 58 13419
48 59 16173
48 60 29714
48 61 22742
48 62 20830
48 63 5674
48 64 14938
48 65 14591
48 67 8995
48 68 6860
48 69 31445
48 70 17734
48 71 3529
48 72 17446
48 73 1361
48 74 16678
48 75 18481
48 76 27391
48 77 15615
48 78 20626
48 79 12523
48 80 32142
48 81 9519
48 82 25135
48 83 12609
48 84 17334
48 85 25953
48 86 15524
49 50 221
49 52 3198
49 53 13144
49 54 449
49 55 5392
49 57 23511
49 58 14999
49 61 8210
49 62 3568
49 63 13380
49 65 19549
49 68 12766
49 70 3630
49 71 29345
49 72 16731
49 74 16447
49 75 22254
49 76 5542
49 77 13821
49 78 4628
49 79 11392
49 80 1197
49 81 16598
49 82 19332
49 83 26936
49 85 21246
50 51 31788
50 52 9868
50 53 7356
50 54 18448
50 55 23382
50 56 13198
50 58 10142
50 59 13779
50 60 13756
50 61 2219
50 62 28447
50 64 24738
50 65 22217
50 66 17955
50 67 32179
50 69 4100
50 72 32552
50 73 12125
50 76 4183
50 77 4683
50 78 7907
50 79 19757
50 80 17307
50 81 10534
50 82 4123
50 83 16303
50 84 20042
50 85 12411
50 86 3422
51 52 16247
51 53 11244
51 54 12274
51 55 20194
51 56 28795
51 57 24162
51 58 8876
51 59 5975
51 60 7549
51 61 8963
51 62 11357
51 63 20185
51 64 22605
51 65 10444
51 66 16265
51 67 10715
51 68 26817
51 69 31868
51 70 7779
51 72 12255
51 73 26967
51 75 1978
51 76 13702
51 77 10710
51 78 5926
51 79 21892
51 80 22778
51 81 9870
51 82 9664
51 83 4635
51 84 3674
51 85 481
51 86 1681
52 54 9989
52 55 28745
52 56 779
52 57 21033
52 58 36
52 59 7134
52 60 9164
52 61 24530
52 62 8252
52 63 6165
52 64 6464
52 65 207
52 66 1983
52 67 15074
52 68 11109
52 70 11425
52 71 31781
52 72 11287
52 73 30665
52 74 3318
52 76 18834
52 77 4921
52 78 14865
52 80 17928
52 81 26922
52 83 17034
52 84 19814
52 85 6666
52 86 20146
53 55 31586
53 56 6094
53 57 31343
53 58 6956
53 59 22407
53 60 3017
53 61 17645
53 62 30617
53 63 8875
53 64 25969
53 65 26397
53 66 24922
53 67 21691
53 68 16425
53 69 18293
53 70 19123
53 71 15274
53 72 27223
53 74 16914
53 75 283
53 76 5127
53 77 9009
53 78 4952
53 79 32233
53 81 26156
53 82 19112
53 83 12958
53 84 28369
53 85 26651
54 55 5644
54 56 6197
54 57 28243
54 58 20733
54 59 28040
54 60 28356
54 61 3248
54 63 13580
54 64 23139
54 66 27655
54 67 13037
54 68 6969
54 69 3625
54 71 3573
54 72 6610
54 74 31799
54 75 19316
54 76 22389
54 77 4169
54 78 7133
54 79 9633
54 80 9341
54 81 7550
54 83 5639
54 86 560
55 56 2547
55 57 5587
55 58 23968
55 59 21004
55 61 12453
55 62 6821
55 63 15450
55 64 27822
55 65 12897
55 66 4378
55 67 1696
55 69 2803
55 70 1152
55 71 29417
55 72 23037
55 74 25981
55 75 637
55 76 21801
55 77 28361
55 78 29252
55 79 21177
55 80 11022
55 81 29820
55 82 19945
55 83 5257
55 84 11389
55 85 23840
55 86 8599
56 57 19750
56 58 30068
56 59 23733
56 60 700
56 63 14080
56 64 25961
56 65 17592
56 66 19759
56 67 6049
56 68 7903
56 69 20600
56 70 4226
56 71 5377
56 74 21297
56 75 25059
56 76 17032
56 77 11089
56 78 8257
56 79 3245
56 80 8986
56 81 17182
56 82 24540
56 83 9648
56 84 25186
56 85 31208
56 86 591
57 59 27387
57 60 21151
57 61 19832
57 62 24265
57 63 25501
57 64 25220
57 65 8540
57 66 1728
57 67 7519
57 68 24166
57 69 12127
57 70 26151
57 71 11110
57 72 19993
57 75 20689
57 76 21752
57 78 30893
57 80 13721
57 81 749
57 82 23252
57 83 1828
57 84 3943
57 85 579
57 86 17105
58 59 19081
58 60 8551
58 63 13386
58 64 11342
58 65 28675
58 66 5112
58 67 27940
58 68 30350
58 69 16602
58 70 9862
58 71 16140
58 72 14822
58 73 30466
58 74 14323
58 75 32163
58 76 1023
58 77 25736
58 78 21398
58 80 31219
58 81 4302
58 82 11550
58 83 5067
58 84 2786
58 85 4200
58 86 989
59 60 3886
59 61 4613
59 62 421
59 63 24277
59 64 27555
59 68 4108
59 69 28342
59 70 21042
59 71 9501
59 72 29937
59 73 28065
59 74 12716
59 75 10622
59 76 29137
59 77 3115
59 78 23957
59 79 13383
59 80 2553
59 81 1052
59 82 4902
59 83 29739
59 84 13317
59 85 7819
59 86 31483
60 61 6478
60 62 28610
60 63 2247
60 64 12284
60 65 10821
60 66 29659
60 67 4323
60 68 3275
60 69 6594
60 70 9240
60 71 3384
60 72 6117
60 73 4488
60 74 16527
60 75 22391
60 77 14792
60 78 25461
60 79 25729
60 80 2083
60 81 16601
60 82 3982
60 83 8358
60 84 7314
60 85 9926
60 86 6656
61 62 25104
61 63 16210
61 64 22700
61 65 1715
61 66 9683
61 67 19656
61 68 31731
61 69 20910
61 70 30792
61 71 16469
61 72 25543
61 73 23501
61 74 25406
61 75 26247
61 76 14806
61 78 19817
61 80 17524
61 81 1894
61 82 10917
61 83 21984
61 84 31287
61 85 4823
61 86 18054
62 63 19195
62 64 28409
62 65 4064
62 66 8885
62 67 974
62 68 247
62 70 4634
62 71 20990
62 72 9432
62 73 24103
62 74 14799
62 75 19044
62 76 17479
62 77 4147
62 78 8033
62 79 24272
62 80 7393
62 81 5722
62 83 24751
62 84 9100
62 86 23260
63 64 7127
63 65 24298
63 66 29710
63 67 5300
63 68 7373
63 69 29784
63 72 16497
63 73 116
63 74 30369
63 76 10837
63 77 13934
63 78 20629
63 79 691
63 80 14801
63 81 14648
63 82 30485
63 83 8670
63 84 18796
63 86 30485
64 65 19891
64 66 23914
64 67 21880
64 68 11028
64 69 26038
64 70 10326
64 71 29870
64 72 14226
64 73 27798
64 74 24959
64 75 1635
64 76 5082
64 77 7569
64 78 28826
64 79 25962
64 80 9671
64 81 3224
64 83 23620
64 84 3455
64 85 10368
65 66 3343
65 67 32766
65 68 7439
65 69 16440
65 70 7396
65 71 19882
65 72 6574
65 73 31546
